batch_id,coverage,n_samples,final_y
33,0.9105691056910569,369,10.976024668818013
34,0.8997289972899729,369,5.826747058605716
35,0.989159891598916,369,6.807903562302145
36,0.975609756097561,369,8.353977401759547
37,0.7289972899728997,369,9.534430802290615
38,0.9728997289972899,369,7.109147241334558
39,0.6504065040650406,369,9.520972531676469
40,0.962059620596206,369,5.553904994980942
